price_id,stock_id,price_date,open_price,high_price,low_price,close_price,volume
106,1,2023-07-26,167.7286,171.4814,165.4668,169.1998,86430616
107,1,2023-07-27,170.8585,172.3362,169.31,170.7871,93629572
108,1,2023-07-28,171.4445,172.3896,170.4734,171.4184,38108526
109,1,2023-07-31,170.489,175.4112,169.0683,173.9616,97812489
110,1,2023-08-01,174.6273,180.2662,172.4582,178.0545,124223235
111,1,2023-08-02,177.6861,179.4523,171.3705,173.091,41922772
112,1,2023-08-03,173.6743,179.6596,172.7528,178.7113,47354838
113,1,2023-08-04,177.8512,185.0272,175.8916,183.0107,4947200
114,1,2023-08-07,183.0397,184.8891,179.5852,181.4182,15253008
115,1,2023-08-08,181.4,182.4289,177.1271,178.1375,28932463
116,1,2023-08-09,176.6696,178.9913,172.589,174.8873,11845520
117,1,2023-08-10,173.9536,176.2512,167.5429,169.7854,123183020
118,1,2023-08-11,171.0164,175.7379,168.5057,173.1952,36793323
119,1,2023-08-14,174.6408,179.2321,173.2233,177.789,11407386
120,1,2023-08-15,179.4523,183.0463,177.3792,180.9558,75689188
121,1,2023-08-16,180.5337,183.0329,173.6322,176.0696,89346985
122,1,2023-08-17,176.6928,183.1716,174.2855,180.7095,12054102
123,1,2023-08-18,181.1586,185.6579,179.1551,183.6271,76431524
124,1,2023-08-21,183.1811,185.2073,178.3107,180.3051,87979660
125,1,2023-08-22,180.8574,183.4558,175.2471,177.8016,8527462
126,1,2023-08-23,179.366,181.0403,172.9376,174.5671,18217684
127,1,2023-08-24,174.8035,177.024,167.7162,169.8741,7835349
128,1,2023-08-25,170.2536,172.6124,163.9696,166.2733,54758968
129,1,2023-08-28,167.8972,174.679,165.939,172.6652,181735156
130,1,2023-08-29,172.4426,176.1999,171.2278,174.9673,246954815
131,1,2023-08-30,174.7787,179.304,173.6912,178.1952,100845051
132,1,2023-08-31,178.3802,183.4898,176.825,181.9039,121746432
133,1,2023-09-01,183.38,189.8172,181.6105,188.0031,199862612
134,1,2023-09-04,187.7369,190.2729,180.5996,183.0726,45599593
135,1,2023-09-05,184.1339,186.6234,182.5612,185.0429,54382668
136,1,2023-09-06,186.1623,188.0706,181.0174,182.8921,46422330
137,1,2023-09-07,181.777,186.8496,179.1451,184.1828,4158338
138,1,2023-09-08,185.4701,187.5088,184.5284,186.5615,84889698
139,1,2023-09-11,188.179,190.9194,182.3643,185.0592,62821290
140,1,2023-09-12,183.2816,185.3956,177.7422,179.8163,66682464
141,1,2023-09-13,178.1782,179.9082,171.4985,173.18,57035958
142,1,2023-09-14,172.0592,179.4165,169.6549,176.944,100644273
143,1,2023-09-15,177.1223,179.0103,174.6026,176.4837,32062152
144,1,2023-09-18,176.1671,180.0865,174.5842,178.4828,216018210
145,1,2023-09-19,178.3431,181.2607,177.1649,180.0711,11555128
146,1,2023-09-20,180.4301,185.3158,178.354,183.2078,11230600
147,1,2023-09-21,184.8336,186.8618,179.1823,181.1703,150968760
148,1,2023-09-22,179.7258,180.6639,174.0963,175.0098,60150464
149,1,2023-09-25,173.7723,177.7547,171.928,175.8879,66625736
150,1,2023-09-26,175.3216,176.3243,170.9547,171.938,196644672
151,1,2023-09-27,173.0075,175.3474,168.7514,171.0651,212538815
152,1,2023-09-28,172.2166,175.5596,170.0794,173.4076,75426345
153,1,2023-09-29,172.8439,174.3355,170.4797,171.9637,2977868
154,1,2023-10-02,171.5771,173.039,167.2125,168.6494,105161760
155,1,2023-10-03,169.2942,171.3868,162.8774,164.9158,19227723
156,1,2023-10-04,165.6639,171.8323,164.0503,170.1747,21434406
157,1,2023-10-05,168.5562,169.6175,164.9102,165.9551,23741118
158,1,2023-10-06,165.065,166.2385,161.379,162.5346,201188390
159,1,2023-10-09,163.6311,164.9043,160.1569,161.4128,15394870
160,1,2023-10-10,162.2024,164.4556,160.4951,162.7426,32329972
161,1,2023-10-11,162.8149,168.1194,160.9782,166.244,89293198
162,1,2023-10-12,166.2473,167.5012,164.2347,165.4829,42527340
163,1,2023-10-13,163.9526,166.6545,162.4157,165.1068,18228675
164,1,2023-10-16,163.863,166.8029,162.3703,165.2972,159908544
165,1,2023-10-17,166.574,168.6028,160.5335,162.5129,56846588
166,1,2023-10-18,161.682,162.6243,159.9183,160.8558,39242700
167,1,2023-10-19,162.336,167.4919,160.0448,165.1608,17476071
168,1,2023-10-20,165.7041,169.5041,164.8503,168.6352,62660328
169,1,2023-10-23,168.9248,174.1452,167.6278,172.8183,4202386
170,1,2023-10-24,172.9233,174.9525,168.9345,170.9404,31015146
171,1,2023-10-25,171.6059,173.224,166.4873,168.0721,4174096
172,1,2023-10-26,167.7395,172.014,165.5273,169.7749,3475638
173,1,2023-10-27,170.3517,176.5602,169.068,175.2396,30506353
174,1,2023-10-30,174.1954,175.6807,168.2789,169.7261,46366108
175,1,2023-10-31,169.3028,171.6049,162.3498,164.5878,199774960
176,1,2023-11-01,163.2511,165.3553,160.1778,162.2693,21386752
177,1,2023-11-02,163.6557,166.6667,162.4703,165.4681,64169656
178,1,2023-11-03,165.1723,166.6507,161.0478,162.5023,9248704
179,1,2023-11-06,162.7415,165.1527,159.8246,162.2282,14397872
180,1,2023-11-07,161.9152,163.5841,158.8645,160.519,63270492
181,1,2023-11-08,159.7457,161.3121,157.3728,158.9312,74490465
182,1,2023-11-09,157.8086,159.1814,155.3268,156.6899,32626988
183,1,2023-11-10,157.5546,159.8128,152.7898,155.0115,40764656
184,1,2023-11-13,155.0934,158.3723,152.8346,156.0989,199838365
185,1,2023-11-14,156.1701,157.5161,152.6276,153.9545,34703733
186,1,2023-11-15,154.9686,158.7145,152.8547,156.5786,199226872
187,1,2023-11-16,155.7971,158.5134,154.9725,157.6789,66266283
188,1,2023-11-17,158.0088,161.5056,156.4457,159.9235,31526052
189,1,2023-11-20,159.8552,166.4997,157.8193,164.4058,19816752
190,1,2023-11-21,163.3881,166.5387,161.3841,164.5208,43361280
191,1,2023-11-22,164.5139,166.9576,161.1518,163.5816,42426852
192,1,2023-11-23,163.3506,165.4559,160.901,163.0018,68917585
193,1,2023-11-24,164.1721,165.1372,162.8478,163.8107,84849174
194,1,2023-11-27,163.3359,168.0555,161.3805,166.0674,167905640
195,1,2023-11-28,164.9077,167.2273,162.4877,164.8059,128875464
196,1,2023-11-29,163.7394,165.0275,162.2175,163.5038,6730996
197,1,2023-11-30,162.843,167.0024,160.4162,164.5501,4975664
198,1,2023-12-01,164.6515,166.4987,161.8303,163.6664,97276820
199,1,2023-12-04,164.0213,169.0131,162.5239,167.4841,29920289
200,1,2023-12-05,167.7718,171.4881,166.5198,170.2179,6069756
201,1,2023-12-06,171.3972,173.0119,166.818,168.4045,152924316
202,1,2023-12-07,170.0517,171.7285,168.0701,169.7439,123235878
203,1,2023-12-08,170.286,176.0124,169.3248,175.0245,1943011
204,1,2023-12-11,175.0703,179.0172,173.5769,177.503,20167772
205,1,2023-12-12,178.9074,181.0651,176.2702,178.422,141784890
206,1,2023-12-13,177.642,182.4599,175.8501,180.6377,131606452
207,1,2023-12-14,182.2136,185.6783,180.5335,183.9819,67414746
208,1,2023-12-15,183.0806,190.8327,180.613,188.2948,30516357
209,1,2023-12-18,189.9529,191.3706,187.6196,189.0304,180856764
210,1,2023-12-19,189.4205,190.7516,188.0549,189.3857,12142426
211,1,2023-12-20,190.1493,197.5942,187.7498,195.1318,53990625
212,1,2023-12-21,194.4903,200.7476,192.2927,198.5047,62407611
213,1,2023-12-22,198.4801,200.601,192.1634,194.239,103347576
214,1,2023-12-25,192.8056,197.5239,191.8049,196.504,55191115
215,1,2023-12-26,195.2507,197.5072,194.2341,196.4842,23394440
216,1,2023-12-27,197.8909,203.3591,196.2242,201.6607,46032544
217,1,2023-12-28,200.2612,202.4776,195.3973,197.5841,63955780
218,1,2023-12-29,197.4597,198.6085,195.0392,196.1805,1935144
219,1,2024-01-01,196.1274,200.9871,194.922,199.7593,11426294
220,1,2024-01-02,199.7186,205.5205,197.5287,203.2914,29923460
221,1,2024-01-03,204.4369,209.3652,203.1855,208.0915,167334200
222,1,2024-01-04,210.1581,211.6605,204.4024,205.8742,149910741
223,1,2024-01-05,206.8548,208.1329,201.4285,202.6808,4851721
224,1,2024-01-08,204.2864,205.7808,200.9974,202.4786,181930675
225,1,2024-01-09,202.6288,205.7823,200.5412,203.6838,5368022
226,1,2024-01-10,205.6146,213.046,204.3335,211.7268,42064587
227,1,2024-01-11,209.9054,216.1282,206.8971,213.0745,29945546
228,1,2024-01-12,212.6003,215.8835,210.0015,213.2765,9935087
229,1,2024-01-15,212.8616,215.2551,206.5534,208.9024,140284704
230,1,2024-01-16,210.6092,217.7313,209.1603,216.2436,14855825
231,1,2024-01-17,215.2001,216.6464,210.2976,211.7205,28570919
232,1,2024-01-18,213.0964,218.8815,210.0991,215.8455,70188176
233,1,2024-01-19,213.7132,216.2144,210.073,212.5607,148067344
234,1,2024-01-22,213.8079,216.3,208.7778,211.24,89438577
235,1,2024-01-23,209.8651,213.2564,208.5963,211.9749,83990028
236,1,2024-01-24,213.8212,214.9062,210.2966,211.3692,148563276
237,1,2024-01-25,212.9286,215.7174,205.9309,208.6639,114428932
238,1,2024-01-26,210.5221,212.8012,204.7172,206.9577,27694071
239,1,2024-01-29,208.738,211.5305,204.3494,207.1202,161425705
240,1,2024-01-30,205.1868,207.1668,203.446,205.424,3544537
241,1,2024-01-31,203.8794,206.0855,196.0947,198.2398,192408985
242,1,2024-02-01,199.2623,207.5708,196.8988,205.1376,8328691
243,1,2024-02-02,206.6393,214.1745,204.2547,211.7311,126605756
244,1,2024-02-05,212.6155,214.8763,210.3951,212.6555,78839655
245,1,2024-02-06,212.2812,213.4003,205.1485,206.2357,109803297
246,1,2024-02-07,205.8239,208.6377,198.8496,201.6058,54438366
247,1,2024-02-08,201.0789,208.7239,198.6501,206.2328,10219340
248,1,2024-02-09,205.1123,206.5365,199.7161,201.1125,39267200
249,1,2024-02-12,200.2138,205.3605,198.8748,203.9962,140916905
250,1,2024-02-13,203.0964,208.8914,200.4348,206.1893,8461462
251,1,2024-02-14,207.4584,215.8231,204.8491,213.1423,41103324
252,1,2024-02-15,213.035,215.1299,206.6986,208.7514,20626926
253,1,2024-02-16,207.0953,213.7166,205.8831,212.4729,166288696
254,1,2024-02-19,212.1694,213.736,204.3825,205.9028,162261984
255,1,2024-02-20,207.0285,208.0829,201.4386,202.4698,25631696
256,1,2024-02-21,203.7709,205.0058,200.4057,201.6276,53328549
257,1,2024-02-22,199.7429,206.9166,196.9954,204.109,137268060
258,1,2024-02-23,203.2701,205.2232,198.0912,200.013,17680362
259,1,2024-02-26,201.5019,203.8497,194.9677,197.2661,32222060
260,1,2024-02-27,195.8324,202.7545,194.3954,201.2775,114193188
261,1,2024-02-28,200.4722,202.3116,193.7621,195.5564,14437929
262,1,2024-02-29,196.3495,198.2064,189.9156,191.7288,9721346
263,1,2024-03-01,193.2233,198.8294,191.1192,196.6876,26898666
264,1,2024-03-04,196.1167,200.3768,194.0405,198.2777,23015904
265,1,2024-03-05,198.0476,205.8174,196.2126,203.9279,140070796
266,1,2024-03-06,205.0429,208.7653,203.8509,207.5587,75175533
267,1,2024-03-07,206.6545,207.837,203.0502,204.2188,56060275
268,1,2024-03-08,203.4906,205.5651,197.6471,199.6828,70225204
269,1,2024-03-11,200.6407,201.7804,197.3761,198.5037,44084261
270,1,2024-03-12,197.39,199.4671,194.3836,196.4509,110973873
271,1,2024-03-13,197.7729,204.0849,195.1132,201.3768,45996952
272,1,2024-03-14,201.3874,202.8521,194.375,195.799,96301280
273,2,2023-03-01,381.8866,394.3044,379.8855,392.249,82629568
274,2,2023-03-02,390.1767,399.5613,387.1542,396.4899,118229493
275,2,2023-03-03,399.1581,408.8572,393.4592,403.102,60940845
276,2,2023-03-06,406.3143,409.2355,391.8446,394.6821,10168859
277,2,2023-03-07,397.1005,413.8111,391.6623,408.2206,98910515
278,2,2023-03-08,406.8659,409.2333,403.8463,406.2098,128387976
279,2,2023-03-09,405.5237,418.8802,401.7991,415.0679,43382521
280,2,2023-03-10,411.2402,414.3104,406.6547,409.7135,48514509
281,2,2023-03-13,410.1702,412.841,400.7339,403.3604,127698363
282,2,2023-03-14,400.6149,410.8842,398.4793,408.7054,65552768
283,2,2023-03-15,404.926,410.4712,396.5689,402.075,18337546
284,2,2023-03-16,399.0688,401.728,385.9493,388.5383,1690124
285,2,2023-03-17,387.5508,396.7824,384.7021,393.8871,79844595
286,2,2023-03-20,389.9842,394.1349,381.2331,385.3343,75497079
287,2,2023-03-21,385.6028,390.8958,376.412,381.6508,86725840
288,2,2023-03-22,382.1664,392.6004,379.0123,389.3867,143016690
289,2,2023-03-23,386.2158,390.7382,370.9398,375.3348,14885547
290,2,2023-03-24,378.9622,390.4519,376.3225,387.751,89766154
291,2,2023-03-27,384.467,391.8026,380.9424,388.2434,69190788
292,2,2023-03-28,386.0692,390.9705,383.2649,388.1511,241858880
293,2,2023-03-29,385.3716,396.9336,383.2667,394.7773,38710806
294,2,2023-03-30,393.8605,396.3089,389.7358,392.1737,20939696
295,2,2023-03-31,395.8935,401.2133,392.7865,398.0891,193942424
296,2,2023-04-03,398.1122,400.5125,394.4484,396.841,34268681
297,2,2023-04-04,400.2365,403.8008,394.9187,398.4672,137536576
298,2,2023-04-05,399.464,404.6926,386.3241,391.4478,63531318
299,2,2023-04-06,392.2431,397.7426,386.44,391.9352,134519493
300,2,2023-04-07,392.0229,396.084,384.5224,388.5475,194344435
301,2,2023-04-10,388.3874,393.9205,385.1449,390.659,6279606
302,2,2023-04-11,390.9796,395.9343,384.266,389.1981,50595104
303,2,2023-04-12,392.4745,406.9889,388.4613,402.8694,69526658
304,2,2023-04-13,404.9118,414.1574,401.565,410.7623,45322119
305,2,2023-04-14,411.3697,416.7048,395.7265,400.9262,67344380
306,2,2023-04-17,399.9856,405.7214,383.7582,389.3414,150589880
307,2,2023-04-18,392.5816,402.4329,390.4138,400.2229,63531880
308,2,2023-04-19,396.4016,400.7268,390.8955,395.2077,135237525
309,2,2023-04-20,397.1802,405.7398,394.889,403.4126,213415095
310,2,2023-04-21,406.6143,412.5674,397.8105,403.7213,11295760
311,2,2023-04-24,407.1747,409.3903,393.7349,395.8891,33217460
312,2,2023-04-25,397.8859,399.8962,392.8667,394.8617,5976914
313,2,2023-04-26,393.5902,406.6572,390.5065,403.4958,179575796
314,2,2023-04-27,406.9091,419.6532,403.3018,415.9656,69309060
315,2,2023-04-28,419.496,429.4182,414.5006,424.3648,93109352
316,2,2023-05-01,423.3881,429.7596,419.6947,426.0431,2898972
317,2,2023-05-02,425.0275,436.7934,422.6038,434.3167,61467428
318,2,2023-05-03,437.0858,441.8751,424.7874,429.4935,120501120
319,2,2023-05-04,430.2657,433.9361,420.9268,424.5485,44927239
320,2,2023-05-05,427.9546,441.093,425.1577,438.229,31453108
321,2,2023-05-08,442.3374,448.4813,428.0871,434.1169,246797330
322,2,2023-05-09,434.1336,436.6939,430.6335,433.1882,126450372
323,2,2023-05-10,435.6175,438.2913,421.8975,424.5031,43677395
324,2,2023-05-11,420.944,429.2921,418.7165,427.0324,103369860
325,2,2023-05-12,423.4985,426.56,419.0223,422.0735,33415641
326,2,2023-05-15,420.5509,428.5681,417.907,425.8907,41054447
327,2,2023-05-16,424.3034,441.1347,419.7034,436.4035,69579612
328,2,2023-05-17,439.5428,442.3872,426.056,428.8311,181734410
329,2,2023-05-18,425.4358,428.3243,411.6725,414.4867,36162895
330,2,2023-05-19,415.3978,418.4806,407.4588,410.5053,135070431
331,2,2023-05-22,407.849,420.244,402.6396,414.944,39498358
332,2,2023-05-23,412.8037,415.1584,404.4372,406.7574,162171565
333,2,2023-05-24,403.0161,409.5626,398.6888,405.2118,90037804
334,2,2023-05-25,405.2283,415.1838,399.2833,409.1808,26229144
335,2,2023-05-26,408.024,410.0977,403.497,405.5582,3810616
336,2,2023-05-29,404.8422,415.4735,401.4624,412.0337,78384400
337,2,2023-05-30,411.0313,423.8441,406.9079,419.6344,81406938
338,2,2023-05-31,417.0368,422.079,405.3844,410.3457,26850062
339,2,2023-06-01,413.0937,418.8137,406.4443,412.1513,88538784
340,2,2023-06-02,414.055,416.5894,408.1623,410.676,56454033
341,2,2023-06-05,407.4664,410.5592,403.5734,406.6601,44182876
342,2,2023-06-06,410.6196,418.1363,407.9035,415.3886,85841644
343,2,2023-06-07,412.3977,414.5746,408.0544,410.2198,213568020
344,2,2023-06-08,408.3694,413.1464,403.3124,408.0861,39791872
345,2,2023-06-09,412.0931,416.3943,400.15,404.3706,49422933
346,2,2023-06-12,405.2751,414.0971,402.0398,410.8176,118509144
347,2,2023-06-13,414.8427,421.113,412.1207,418.3679,37405534
348,2,2023-06-14,417.266,426.4619,414.1783,423.3293,86794737
349,2,2023-06-15,420.4915,429.4296,417.1703,426.0643,71895741
350,2,2023-06-16,427.7724,437.5566,421.66,431.3924,41722036
351,2,2023-06-19,431.8759,435.0199,421.0959,424.1839,85813210
352,2,2023-06-20,424.0369,435.2147,418.2885,429.3937,22444209
353,2,2023-06-21,431.1431,448.2875,424.8804,441.869,113968225
354,2,2023-06-22,439.5615,444.3167,431.6936,436.4148,50946270
355,2,2023-06-23,436.6844,444.6107,431.4073,439.302,91661690
356,2,2023-06-26,442.0843,446.1977,428.8828,432.9109,39823856
357,2,2023-06-27,431.1892,434.7379,418.6287,422.1026,209625180
358,2,2023-06-28,422.8962,427.5902,406.8599,411.4265,103462203
359,2,2023-06-29,411.055,415.1015,406.9854,411.0317,46706444
360,2,2023-06-30,414.139,420.2453,399.7796,405.7624,141071910
361,2,2023-07-03,406.7349,419.447,400.7518,413.3663,171696940
362,2,2023-07-04,415.6657,417.9703,412.0181,414.3152,56087322
363,2,2023-07-05,411.2815,416.468,400.0776,405.1872,70074180
364,2,2023-07-06,402.7198,408.3713,390.3515,395.9074,21921696
365,2,2023-07-07,392.0496,403.6624,386.4379,397.966,130320488
366,2,2023-07-10,396.4317,402.7237,392.2899,398.5596,48014353
367,2,2023-07-11,394.9781,408.9814,389.2091,403.0939,20648374
368,2,2023-07-12,402.5067,409.7131,398.9844,406.1588,179263228
369,2,2023-07-13,408.1942,414.3286,404.9375,411.0491,127599528
370,2,2023-07-14,407.1513,416.8306,403.403,413.0282,82875714
371,2,2023-07-17,413.9678,417.6891,400.9891,404.6264,22666652
372,2,2023-07-18,407.1922,411.2665,402.8617,406.9334,5432120
373,2,2023-07-19,409.4825,413.5618,400.0979,404.1238,71417478
374,2,2023-07-20,400.4756,411.6655,396.4627,407.5814,93155910
375,2,2023-07-21,410.2439,414.6643,405.1767,409.5901,35990614
376,2,2023-07-24,410.5578,418.392,405.9348,413.7333,20540092
377,2,2023-07-25,414.4255,420.6412,404.2208,410.3758,114086530
378,2,2023-07-26,414.1171,419.1252,409.2898,414.2958,30350071
379,2,2023-07-27,411.0516,416.866,405.4916,411.3026,68312980
380,2,2023-07-28,409.0085,412.5318,403.256,406.76,70602558
381,2,2023-07-31,405.6407,422.3293,401.1955,417.7514,26692760
382,2,2023-08-01,421.1816,423.8508,418.0763,420.7427,2234463
383,2,2023-08-02,419.419,421.6311,412.7296,414.918,87931527
384,2,2023-08-03,412.7371,415.6607,408.1765,411.0885,57150224
385,2,2023-08-04,412.1187,421.8584,409.7398,419.4372,145682995
386,2,2023-08-07,417.9821,425.6685,415.5936,423.2499,117433335
387,2,2023-08-08,425.6101,439.9,422.2319,436.4359,52160955
388,2,2023-08-09,434.4308,438.3228,431.9745,435.8584,24791784
389,2,2023-08-10,433.9574,438.5393,420.543,425.0306,49923736
390,2,2023-08-11,427.1356,432.2878,417.8134,422.9147,82860534
391,2,2023-08-14,423.391,430.8153,417.9737,425.3726,130325812
392,2,2023-08-15,421.7561,431.9761,417.6354,427.7964,24127168
393,2,2023-08-16,426.4373,431.0068,419.9094,424.4577,28081620
394,2,2023-08-17,421.5501,435.9299,418.1032,432.3944,194491950
395,2,2023-08-18,433.0479,441.8004,428.987,437.6959,81126858
396,2,2023-08-21,442.0088,455.1719,438.296,451.3804,35975426
397,2,2023-08-22,447.4029,460.4765,444.6,457.6097,211617370
398,2,2023-08-23,457.0451,466.1938,453.5217,462.6274,27787856
399,2,2023-08-24,465.5184,481.6978,461.7017,477.7806,16155524
400,2,2023-08-25,478.4222,482.6818,470.4889,474.7154,39126680
401,2,2023-08-28,472.3128,480.8697,465.3624,473.896,5995638
402,2,2023-08-29,478.4781,484.9201,475.9437,482.3651,33305382
